unit,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE1,DOM,F,HR	489279 	449232 	503371 	496656 b	570818 	397930 	493628 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,HU	1489392 	1457475 	1481166 	1458849 	1534950 	1520928 	1475959 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,IE	296122 	356556 	333217 	364103 	345155 	410594 	349856 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,IT	7378398 	6747957 	6978586 	7341152 	6474384 b	8150673 	9316865 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,LT	364264 	353400 	364197 	385018 	379670 	348771 	340941 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,LU	: c	: c	: c	: c	1435 	1766 	1688 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,LV	: 	202132 	216881 	210495 	204912 	214337 	205373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,MK	88857 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,MT	23443 	24319 	23859 	25879 	28668 	29062 	38321 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,NL	1422767 	1595350 	1750738 	1598393 	1717147 	1622031 	1630619 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,NO	303963 	302983 	314578 	241634 	255413 	232044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,PL	7340353 	7184489 	6823815 	6379360 	6380948 	5980000 	6270000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,PT	1498754 	1467674 	1526920 	1467324 	1410783 	1400287 	1330559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,RO	1971521 	1976632 	1785377 	1972212 	1915961 	1956973 	1834395 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,SE	758995 	651425 b	1198391 	1179251 	1076380 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,SI	102762 	88254 	120995 	108185 	125304 e	120868 e	116192 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,SK	867574 	833185 	744438 	659976 	602382 	693725 b	532396 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,F,UK	: 	: 	6502020 	6876900 	6455900 	7003000 	7216000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,AT	: 	641437 	709248 	697846 	656676 	659147 	656048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,BE	294767 	312025 b	200949 	221976 	194595 	228518 	264975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,BG	831042 	934396 	850677 	763235 	716762 	603988 	514700 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,CH	298213 u	312417 u	333560 	336297 	317507 	285071 u	417509 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,CY	81178 e	82352 e	85276 e	96602 e	79974 e	85614 e	100663 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,CZ	1497768 	1708520 	1795893 	1766223 	1798071 	1506727 	1542652 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,DE	5694394 	6994607 	7163564 	7803031 	8016551 	8311324 	8665416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,DK	581867 e	630364 e	486349 	506450 	546559 	508442 	462014 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,EA	40475636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,EE	98314 	121112 	123224 	124292 	131246 	105344 	105544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,EL	1566086 	1463053 	1303149 	1367702 	1465393 	1251758 	1471106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,ES	8342453 	8446661 	8659748 	8422470 b	7890690 	8091181 	7893795 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,EU25	58889710 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,EU27	61828731 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,EU28	62270097 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,FI	717122 	607251 	694069 	635515 	739857 	655474 	716719 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,FR	11957861 	12172893 	13055349 	12262496 	11717365 	12168018 	12311288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,HR	441366 	454765 	554233 	542082 b	520790 	504665 	453325 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,HU	1346649 	1300309 	1332514 	1249847 	1338869 	1330596 	1278473 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,IE	284911 	356048 	300187 	345099 	351237 	340519 	315330 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,IT	7082611 	6397415 	6684623 	6673136 	6164054 b	7792860 	9225692 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,LT	324666 	324680 	322535 	335264 	317269 	335562 	302081 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,LU	: c	: c	: c	: c	307 	2284 	952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,LV	: 	186111 	196153 	188597 	189169 	210375 	199344 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,MK	82981 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,MT	21547 	30032 	29263 	22813 	29376 	24752 	37253 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,NL	1504564 	1409857 	1426960 	1572583 	1591421 	1640557 	1569244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,NO	297971 	387907 	345474 	304464 	335845 	322222 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,PL	6571499 	6143697 	6029511 	5684445 	5526772 	6320000 	5050000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,PT	1260546 	1238992 	1308821 	1280061 	1203940 	1210880 	1223387 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,RO	2107979 	2121131 	1914032 	2096213 	2014359 	2015248 	1848399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,SE	990050 	764728 b	1125835 	965374 	1049470 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,SI	114554 	96492 	104057 	109493 	107399 e	102760 e	127984 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,SK	741193 	741380 	779336 	602300 	602318 	558657 b	460612 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,M,UK	: 	: 	6870000 	6309200 	6821200 	7172000 	5907000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,AT	: 	1304408 	1364017 	1344580 	1348198 	1327722 	1355097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,BE	634752 	630985 b	393989 	500435 	440854 	489939 	518284 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,BG	1688358 	1821030 	1622484 	1535770 	1430774 	1196931 	1012968 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,CH	598960 	584848 	629662 	673061 	649558 	672216 	816571 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,CY	166169 e	170162 e	173084 e	191306 e	159756 e	188796 e	203007 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,CZ	3091165 	3460806 	3624574 	3621755 	3806839 	3152748 	3177297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,DE	12354956 	13680047 	15124254 	16570030 	16070924 	16487916 	17587516 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,DK	1237468 e	1269067 e	1069290 	1038616 	1065837 	996650 	958961 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EA	84002468 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EE	190575 	: 	257381 	260260 	281740 	230813 	230663 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EL	3249612 	3073570 	2747432 	2878410 	3062062 	2590468 	3064523 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,ES	16948220 	16992606 	17588030 	16927230 b	16184672 	16707425 	16178398 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EU25	121310625 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EU27	127078483 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,EU28	128009128 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,FI	1362134 	1264051 	1327962 	1258190 	1450799 	1391172 	1488515 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,FR	25058562 	25492185 	24838386 	25530695 	24961148 	25667941 	26105790 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,HR	930645 	903998 	1057604 	1038738 b	1091609 	902595 	946953 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,HU	2836041 	2757784 	2813680 	2708696 	2873819 	2851524 	2754432 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,IE	581033 	712604 	633404 	709202 	696393 	751112 	665185 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,IT	14461009 	13145371 	13663208 	14014287 	12638439 b	15943533 	18542557 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,LT	688930 	678080 	686732 	720282 	696939 	684333 	643022 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,LU	: c	: c	: c	: c	1743 	4051 	2640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,LV	: 	388243 	413034 	399092 	394081 	424712 	404717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,MK	171838 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,MT	44990 	54350 	53122 	48692 	58044 	53814 	75574 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,NL	2927331 	3005207 	3177698 	3170976 	3308568 	3262589 	3199863 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,NO	601934 	690891 	660051 	546098 	591258 	554266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,PL	13911851 	13328185 	12853326 	12063806 	11907720 	12300000 	11320000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,PT	2759301 	2706666 	2835741 	2747385 	2614722 	2611167 	2553946 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,RO	4079500 	4097763 	3699409 	4068425 	3930320 	3972221 	3682794 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,SE	1749044 	1416153 b	2324225 	2144625 	2125850 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,SI	217315 	184746 	225052 	217678 	232703 e	223629 e	244176 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,SK	1608767 	1574565 	1523774 	1262276 	1204700 	1252382 b	993008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOM,T,UK	: 	: 	13372020 	13186000 	13277100 	14175000 	13124000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,AT	: 	1408593 	1323797 	1340704 	1218145 	1396445 	1341750 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,BE	1390582 	1270165 b	891449 	755088 	605798 	807049 	554689 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,BG	123898 	90022 	59118 	51311 	54961 	39751 	40007 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,CH	1453096 	1420893 	1470718 	1484392 	1399344 	1426044 	1518318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,CY	104284 e	97411 e	94206 e	89607 e	86369 e	24135 e	57068 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,CZ	1635690 	1694512 	1585226 	1525510 	1537017 	1388529 	1507174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,DE	15820210 	14115565 	12600749 	13080501 	14147012 	13890086 	12867532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,DK	368177 e	330974 e	471663 	438856 	445554 	429977 	321543 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,EE	275293 	227873 	174591 	175028 	200946 	161526 	155547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,EL	161003 	143910 	98622 	110141 	114317 	92882 	75324 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,ES	3628889 	3569126 	3131651 	2837321 b	1691092 	1597181 	1664454 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,EU25	50421835 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,EU27	50566586 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,EU28	50797651 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,FI	1310584 	1267604 	1296460 	1293882 	1212132 	1169658 	1160317 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,FR	6414343 	5810594 	5154328 	5859038 	5896578 	5707409 	5600926 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,HR	231065 	156913 	158229 	126129 b	168033 	283813 	158456 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,HU	766224 	768438 	705935 	634238 	586758 	522629 	583126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,IE	986633 	961010 	928067 	853777 	849178 	773387 	792716 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,IT	2458549 	2156282 	2468471 	1985864 	1940984 b	1147075 	896819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,LT	23230 u	21621 u	23019 u	20748 u	16568 	18418 u	6930 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,LU	6030 u	19613 	21781 	24212 	19335 	21818 	23146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,LV	: 	196415 	206116 	194462 	178833 	158356 	130050 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,MK	6032 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,MT	51618 	43935 	30064 	26886 	29027 	29782 	20126 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,NL	2957460 	2935589 	2937931 	2801222 	2712387 	2790281 	3028666 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,NO	1234090 	1130776 	1147593 	1165189 	1157333 	1213767 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,PL	1729522 	1565207 	1476622 	1457598 	1451957 	880000 	820000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,PT	402126 	321301 	319273 	298790 	261469 	227700 	243563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,RO	20853 	20637 	17101 	27065 	18697 	12616 	3173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,SE	1803218 	1943974 b	1603597 	1695383 	1678580 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,SI	204139 	194462 	178590 	141110 	173599 e	159029 e	188585 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,SK	576221 	475996 	336372 	330107 	234464 	182045 b	125621 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,F,UK	: 	: 	5770800 	5529700 	5729800 	5560000 	3063000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,AT	: 	1276724 	1232018 	1147974 	1204078 	1206169 	1216445 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,BE	1318686 	1174351 b	775659 	797195 	544154 	670915 	465063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,BG	111602 	74855 	42560 	36967 	41348 	39777 	37200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,CH	1588410 	1545280 	1434453 	1384334 	1454835 	1518392 	1243780 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,CY	98544 e	82013 e	90425 e	78603 e	75498 e	27428 e	56381 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,CZ	1660766 	1654048 	1522526 	1559680 	1535135 	1412823 	1510065 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,DE	14866840 	13137203 	14383534 	13654344 	12486370 	12582123 	13133608 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,DK	255946 e	284142 e	357209 	417649 	433399 	381035 	282000 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,DOT,M,EE	236036 	156940 	174185 	159896 	162099 	131345 	142231 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
