unit,purpose,duration,partner,sex,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
THS_EUR,TOTAL,N_GE4,DOM,M,DK	1322137.48 	1150575.4 	740170.11 	899266.27 	853068.26 b	488654.9 b	413446.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,EE	45190.14 	25287.96 	25128.36 	17363.66 	13206.86 	8487.94 	10922.24 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,EL	722593.58 	585909.71 	543035.48 	523342.07 	565338.36 	525745.61 	442515.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,ES	6643848.76 	6457136.85 	6387897.59 	5742460.84 b	4909390.91 	5316977.24 	5175797.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,FI	941299.19 	900144.73 	955564.16 	852157.15 	910464.81 	936719.83 	1000988.65 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,FR	20963631.56 	16709792.8 	15763290.79 	15756819.91 	17757743.63 	17345144.99 	16729743.94 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,HR	226318.54 	252673.56 	175370.84 	264717.75 	177852.1 	342646.56 	260370.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,HU	187590.66 	174736.59 	172527.18 	175124.36 	188124.59 	178047.63 	177120.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,IE	193846.29 	194979.04 	201268.67 	178453.12 	168890.59 	163294.56 	182985.53 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,IT	5224572.5 	5000725.58 	4436852.23 	3581099.98 	3287384.74 b	4481537.55 	5356063.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,LT	21653.8 	21972.59 	21367.82 	19166.38 	16286.47 	17639.69 	13201.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,LU	: c	: c	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,LV	8699.66 	12221.08 	8684.25 	10983.21 	12284.41 	10659.62 	13668.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,MT	5432.76 	5904.46 	4294.31 	2861.88 	3440.31 b	: u	2772.23 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,NL	1001485.81 	891253.11 	899695.94 	851643.12 	763355.63 	711722.61 	756253.39 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,NO	1405845.93 	1371870.44 	1186302.18 	1148355.56 	1360970.44 	1230255.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,PL	: 	1697726.45 	1514901.8 	1383447.29 	1256568.54 b	2202096.55 	2744141.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,PT	508299.82 	443627.7 	392760.94 	424244.82 	366174.68 	305482.28 	301585.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,RO	: 	571574.3 	525830.26 	486320.46 	454132.18 	498192.78 	529344.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,SE	: 	: 	722218.75 	703659.82 	610391.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,SI	56236.86 	33070.98 	39416.32 	40803.52 	29453.44 	38709.18 	40514.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,SK	191779.56 	202384.88 	199506.99 	175331.48 	118410.45 	129804.62 b	268332.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,M,UK	: 	: 	: 	: 	: 	4831687.06 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,AT	2103551.96 	2090036.8 	2157144.52 	1831841.28 	1661916.59 	1961213.63 	1883338.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,BE	431640.45 	247268.3 b	386361.05 	272834.64 	253532.35 	323209.68 	358231.24 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,BG	358128.46 	345008.03 	236008.76 	195441.09 	212814.31 	224341.49 	199490.77 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,CH	1262058.5 	1381590.23 	1316517.34 	1133012.51 	1261126.13 	1320660.14 	1133315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,CY	57809.18 	67338.15 	57546.5 	45831.29 	82353.47 	87483.64 	28900.9 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,CZ	1084703.74 	1181510.74 	1033030.89 	903126.28 	748152.61 	866673.95 	868292.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,DE	27710993.29 	21388112.13 	21790455.1 	23234683.84 	21745896.06 	21096132.54 	20697458.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,DK	2555308.78 	2284688.96 	1389950.22 	1476013.4 	1573821.54 b	986303.69 b	935888.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,EE	67043.46 	46026.47 	40747.34 	36637.24 	25999.33 	18216.19 	27230.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,EL	1483798.51 	1223494.87 	1142506.2 	1094336.4 	1181000.85 	1071213.69 	896509.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,ES	13719236.66 	13481452.26 	13120558.33 	11636671.37 b	10213784.42 	10870521.89 	10461179.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,FI	1832928.21 	1635107.21 	1727010.31 	1690346.6 	1657304.95 	1759894.23 	1819121.65 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,FR	43897385.29 	35649871.02 	32640460.22 	32729887.92 	36291245.23 	35378068.5 	34757345.2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,HR	403397.29 	428007.82 	331824.92 	439921.85 	358670.23 	559392.27 	510651.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,HU	385550.71 	366393.43 	359421.68 	367477 	400958.13 	385967.04 	383052.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,IE	430942.99 	421949.21 	444278.11 	405667.48 	400222.08 	385272 	394389.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,IT	10535213.18 	10184263.24 	9030033.06 	7678639.93 	6859629.19 b	9079967.9 	10676855.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,LT	49109.33 	46383.36 	43388.6 	40704.12 	34754.85 	38917.58 	27197.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,LU	2373.46 u	4101.84 u	: u	8168.64 u	: u	1841.78 u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,LV	21365.44 	27529.41 	20107.54 	24591.52 	31552.04 	24137.84 	26920.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,MT	10604.53 	11604.04 	8729.19 	6047.82 	6585.44 b	5235.59 u	4925.82 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,NL	2011910.68 	1851696.02 	1819550.05 	1700410.04 	1569432.85 	1427709.77 	1518695.96 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,NO	2512724.79 	2514605.02 	2261677.2 	2141429.41 	2298031.85 	2126035.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,PL	: 	3852434.88 	3459095.88 	3075697.24 	2774708.52 b	4575941.54 	5364913.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,PT	1098505.51 	979805.85 	837012.71 	919360.9 	779800.69 	666883.29 	619815.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,RO	: 	1088236.14 	989302.35 	905411.53 	856178.74 	917536.28 	933881.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,SE	: 	: 	1264371.46 	1258147.56 	1108049.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,SI	102681.46 	89290.34 	90945.49 	79622.06 	77355.66 	81535.28 	84792.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,SK	454297.33 	355685.43 	398958.22 	354277.81 	309918.71 	269363.97 b	518086.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,DOM,T,UK	: 	: 	: 	: 	: 	9052175.52 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,AT	4559325.78 	3964772.13 	3886790.21 	3583361.67 	3817204.53 	3625699.65 	3650037.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,BE	3783844.61 	3293791.2 b	3918414.35 	3068705.57 	3155513.57 	3736077.42 	2558990.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,BG	142295.21 	118698.97 	86665.79 	88759.62 	79074.4 	76728.83 	64500.64 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,CH	5804269.88 	6005941.63 	6394286.67 	5943578.73 	4581329.43 	4752032.14 	4816150.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,CY	611768.76 	692884.37 	519164.02 	437839.22 	508860.16 	480638.02 	337860.14 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,CZ	1457607.5 	1282520.07 	1076959.15 	1010038.93 	970333.92 	1065666.49 	1171963.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,DE	45705307.68 	34413621.02 	30761867.54 	26863971.47 	28173171.11 	29836060.26 	26454167.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,DK	3935207.49 	4061001.96 	2941412.73 	2248232.63 	2301971.87 b	1899759.2 b	1948759.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,EE	544990.78 	327177.64 	258696.56 	261058.61 	236650.08 	222857.73 	198285.73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,EL	227583.05 	209561.64 	215531.31 	157756.54 	176821.79 	189414.35 	110879.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,ES	6149820.99 	5697595.66 	5030516.59 	4291108.81 b	3124908.82 	3042043.72 	2927478.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,FI	2843750.54 	2765506.72 	2595846.75 	2615089.44 	2771551.05 	2265654.24 	2599002.21 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,FR	25204750.58 	12965820.6 	10755568.38 	10045451.48 	12067466.45 	11253980.26 	10604296.79 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,HR	309299.42 	289098.29 	181499.63 	349883.19 	306544.53 	408586.42 	328331.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,HU	808151.75 	742778.18 	676238.24 	628954.7 	572217.23 	453778.17 	467513.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,IE	2595607.89 	2457722.22 	2312690.15 	2111593.46 	2214175.65 	2047491.93 	2053351.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,IT	4423985.05 	3514775.46 	2570682.66 	2345237.21 	2766936.4 b	4236309.67 	4604724.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,LT	450937.42 	394628.31 	379086.51 	357659.91 	336564.93 	356071.72 	326561.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,LU	772552.49 	628942.7 	485346.25 	474214.99 	461870.88 	428100.34 	422301.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,LV	191795.81 	204474.55 	200421.5 	173103.57 	214096.16 	218130.33 	212775.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,MT	194307.72 	169170.33 	168522.72 	129182.11 	123039.49 b	123028.53 	111751.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,NL	7428424.32 	7275649.97 	5456170.45 	5231373.95 	5148480.83 	5196975.43 	5513826.4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,NO	3939336.28 	4789666.44 	4728829.29 	4283610.54 	4397965.54 	3996874.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,PL	: 	3012926.68 	2555911.63 	2611157.06 	2442308.28 b	2803498.59 	2151427.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,PT	471264.61 	376595.8 	291918 	402099.79 	296252.39 	231653 	236225.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,RO	: 	259856.36 	189302.04 	196870.52 	180490.11 	169300.83 	124825.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,SE	: 	: 	1590942.93 	1895569.97 	1981668.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,SI	368443 	319309.98 	360308.84 	327726.68 	293116.92 	279206.07 	260843.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,SK	926395.45 	753340.45 	611653.29 	617648.01 	538267.94 	561458.66 b	717857.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,F,UK	: 	: 	: 	: 	: 	14895304.76 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,AT	4392701.79 	4454604.31 	4200903.84 	3931290.58 	3891036.22 	4035769.99 	3415929.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,BE	3779257.76 	3369820.23 b	3768875.85 	3350839.76 	3397794.6 	3794413.24 	2797881.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,BG	132132.11 	134948.47 	96143.16 	75520.56 	74014.72 	63125.15 	72244.8 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,CH	6284440.49 	6099241.61 	6221408.34 	5586453.35 	4946035.54 	5297176.27 	5227955.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,CY	618287.95 	552428.09 	534402.12 	476439.9 	500083.29 	402039.38 	310358.48 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,CZ	1511759.17 	1342419.97 	1148349.67 	1062533.16 	994511.35 	1093807.14 	1038044.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,DE	56028076.79 	42576746.9 	37016464.38 	33794992.26 	33540065.54 	37197206.23 	34800914.93 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,DK	4505421.43 	4252269.17 	2789270.91 	2115272.12 	2629163.42 b	2141624.36 b	2224789.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,EE	617578.25 	305424.69 	286386.57 	311998.51 	289516.09 	181198.53 	107568.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,EL	239044.52 	185360.78 	178552.05 	159016.14 	164696.17 	184773.06 	114379.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,ES	6057546.18 	5064204.95 	5182840.63 	4462857.5 b	2977757.52 	3033056.75 	2994414.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,FI	3542553.21 	2952817.53 	2934893.83 	2901627.45 	2648523.25 	2966149.8 	2993132.42 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,FR	21324487.43 	11624394.99 	10358638.7 	9888253.97 	11525092.76 	10968497.42 	10283171.61 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,HR	381182.42 	378126.28 	225884.79 	590268.86 	494951.73 	491941.85 	388718.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,HU	741787.99 	745793.96 	701291.04 	664601.16 	601917.91 	461610.28 	487770.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,IE	2516288.76 	2410367.5 	2430539.2 	2051867.49 	1959266.23 	1971720.6 	1935348.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
THS_EUR,TOTAL,N_GE4,OUT,M,IT	4535344.15 	3426140.19 	2835944.79 	2913970.82 	3513470.61 b	3639297.09 	5105099.88 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
