unit,landcover,geo\time	2015 	2012 	2009 
CVA,LCA11,BG4	21.2 	22.6 	: 
CVA,LCA11,CY	18.5 	25 	: 
CVA,LCA11,CY0	18.5 	25 	: 
CVA,LCA11,CZ	9.9 	10.1 	11.1 
CVA,LCA11,CZ0	9.9 	10.1 	11.1 
CVA,LCA11,DE	3.7 	3.9 	4.3 
CVA,LCA11,DE1	10.2 	10.9 	11.9 
CVA,LCA11,DE2	9.4 	9.7 	10.6 
CVA,LCA11,DE3	31.8 	37.7 	40.5 
CVA,LCA11,DE4	19.4 	20.4 	21.8 
CVA,LCA11,DE5	54.3 	62.4 	60.7 
CVA,LCA11,DE6	41.7 	46.4 	50.5 
CVA,LCA11,DE7	15.9 	18 	19.9 
CVA,LCA11,DE8	21 	22.5 	24.2 
CVA,LCA11,DE9	9.7 	10.4 	11.4 
CVA,LCA11,DEA	9.1 	9.5 	10.5 
CVA,LCA11,DEB	15.9 	17.3 	19.4 
CVA,LCA11,DEC	25.6 	31.6 	34.4 
CVA,LCA11,DED	14.5 	15.9 	17.1 
CVA,LCA11,DEE	17.8 	18.8 	20.8 
CVA,LCA11,DEF	19.4 	21.1 	24 
CVA,LCA11,DEG	19.1 	19.8 	22.7 
CVA,LCA11,DK	10.2 	10.3 	12.1 
CVA,LCA11,DK0	10.2 	10.3 	12.1 
CVA,LCA11,EE	21.6 	26.4 	24.7 
CVA,LCA11,EE0	21.6 	26.4 	24.7 
CVA,LCA11,EL	8.9 	10.2 	11 
CVA,LCA11,EL3	16.8 	19 	17.8 
CVA,LCA11,EL4	30.5 	33.6 	71.8 
CVA,LCA11,EL5	17.2 	20.4 	19.2 
CVA,LCA11,EL6	14.5 	16.8 	17.9 
CVA,LCA11,ES	4.3 	4.6 	5.2 
CVA,LCA11,ES1	11.3 	11.6 	12.5 
CVA,LCA11,ES2	13 	14 	15.6 
CVA,LCA11,ES3	30.3 	30.4 	36.3 
CVA,LCA11,ES4	9 	9.4 	10.6 
CVA,LCA11,ES5	7.9 	8.5 	10.2 
CVA,LCA11,ES6	10.4 	11.1 	12.6 
CVA,LCA11,EU27	1.4 	1.5 	: 
CVA,LCA11,EU28	1.4 	: 	: 
CVA,LCA11,EU_V	1.4 	1.5 	1.7 
CVA,LCA11,FI	13.5 	12.8 	11.4 
CVA,LCA11,FI1	13.5 	12.8 	11.3 
CVA,LCA11,FR	3.6 	3.9 	4.3 
CVA,LCA11,FR1	18.7 	19.8 	22.5 
CVA,LCA11,FR2	8.2 	9.2 	10.3 
CVA,LCA11,FR3	18.1 	18.8 	20.6 
CVA,LCA11,FR4	12.3 	13.6 	15.8 
CVA,LCA11,FR5	8.5 	9.1 	9.9 
CVA,LCA11,FR6	8.6 	9 	10.2 
CVA,LCA11,FR7	9.3 	10.1 	11.1 
CVA,LCA11,FR8	10.2 	10.9 	12.1 
CVA,LCA11,HR	15.3 	: 	: 
CVA,LCA11,HR0	15.3 	: 	: 
CVA,LCA11,HU	9.6 	10.2 	9.6 
CVA,LCA11,HU1	25.8 	26.5 	23.4 
CVA,LCA11,HU2	15.8 	17 	16.1 
CVA,LCA11,HU3	14 	14.5 	13.9 
CVA,LCA11,IE	13.3 	13.7 	13.5 
CVA,LCA11,IE0	13.3 	13.7 	13.5 
CVA,LCA11,IT	3.8 	4.1 	4.4 
CVA,LCA11,ITC	7.7 	7.8 	8.4 
CVA,LCA11,ITF	7.4 	7.9 	8.7 
CVA,LCA11,ITG	10.7 	11.7 	13 
CVA,LCA11,ITH	8.8 	9.3 	10.2 
CVA,LCA11,ITI	9.6 	10.5 	11.5 
CVA,LCA11,LT	12.1 	14.6 	14.9 
CVA,LCA11,LT0	12.1 	14.6 	14.9 
CVA,LCA11,LU	35.7 	40.4 	44.4 
CVA,LCA11,LU0	35.7 	40.4 	44.4 
CVA,LCA11,LV	16.6 	19.8 	21.2 
CVA,LCA11,LV0	16.6 	19.8 	21.2 
CVA,LCA11,MT	25.1 	28.8 	: 
CVA,LCA11,MT0	25.1 	28.8 	: 
CVA,LCA11,NL	9.9 	10.7 	11 
CVA,LCA11,NL1	33.2 	35.5 	35.3 
CVA,LCA11,NL2	18.7 	20.4 	20.8 
CVA,LCA11,NL3	14.6 	15.2 	16.5 
CVA,LCA11,NL4	23.3 	26.2 	25.3 
CVA,LCA11,PL	5.7 	6 	6.7 
CVA,LCA11,PL1	13.2 	13.6 	15 
CVA,LCA11,PL2	12.8 	13.9 	15.3 
CVA,LCA11,PL3	13 	13.3 	14.8 
CVA,LCA11,PL4	13.6 	14.3 	16 
CVA,LCA11,PL5	17.3 	18.6 	20.7 
CVA,LCA11,PL6	15.6 	16.5 	18.8 
CVA,LCA11,PT	7.4 	7.8 	9.3 
CVA,LCA11,PT1	7.4 	7.8 	9.3 
CVA,LCA11,RO	7.6 	8 	: 
CVA,LCA11,RO1	16.6 	16.6 	: 
CVA,LCA11,RO2	13.9 	15 	: 
CVA,LCA11,RO3	16.6 	17.4 	: 
CVA,LCA11,RO4	14.6 	15.1 	: 
CVA,LCA11,SE	9.8 	10.8 	10.7 
CVA,LCA11,SE1	18.5 	21.8 	21 
CVA,LCA11,SE2	14.1 	17.2 	16.2 
CVA,LCA11,SE3	18.1 	18.7 	19.4 
CVA,LCA11,SI	26.5 	26.5 	31.8 
CVA,LCA11,SI0	26.5 	26.5 	31.8 
CVA,LCA11,SK	16.1 	17.8 	16.5 
CVA,LCA11,SK0	16.1 	17.8 	16.5 
CVA,LCA11,UK	4.9 	5.4 	5.2 
CVA,LCA11,UKC	23 	22.9 	21.9 
CVA,LCA11,UKD	17.1 	20.5 	18.9 
CVA,LCA11,UKE	15.2 	17.4 	16.4 
CVA,LCA11,UKF	16.5 	17.8 	17.2 
CVA,LCA11,UKG	18.4 	19.7 	18.4 
CVA,LCA11,UKH	14.6 	16.4 	14.8 
CVA,LCA11,UKI	17 	18.5 	17.5 
CVA,LCA11,UKJ	16.3 	19.5 	18.3 
CVA,LCA11,UKK	15.5 	17.3 	16.2 
CVA,LCA11,UKL	16.5 	18.5 	17.1 
CVA,LCA11,UKM	18.6 	18.9 	20.2 
CVA,LCA11,UKN	21.6 	23.8 	22.3 
CVA,LCA12,AT	33.9 	32.9 	38.1 
CVA,LCA12,AT1	54.7 	61.7 	72.2 
CVA,LCA12,AT2	101.9 	94.5 	115 
CVA,LCA12,AT3	48.1 	42.6 	48.4 
CVA,LCA12,BE	34.5 	40.7 	74.5 
CVA,LCA12,BE1	50 	60.5 	80.5 
CVA,LCA12,BE2	49.3 	54.5 	: 
CVA,LCA12,BE3	98 	: 	: 
CVA,LCA12,BG	46.3 	50.2 	: 
CVA,LCA12,BG3	54.6 	58.8 	: 
CVA,LCA12,BG4	88.6 	96.6 	: 
CVA,LCA12,CY	89.8 	125.1 	: 
CVA,LCA12,CY0	89.8 	125.1 	: 
CVA,LCA12,CZ	37.7 	39.7 	42.9 
CVA,LCA12,CZ0	37.8 	39.7 	42.9 
CVA,LCA12,DE	10.6 	11.7 	13.6 
CVA,LCA12,DE1	30.2 	32.5 	41.3 
CVA,LCA12,DE2	42.1 	43.2 	48.3 
CVA,LCA12,DE3	36.3 	42 	52.9 
CVA,LCA12,DE4	64.9 	90 	94.9 
CVA,LCA12,DE5	64.1 	68.3 	75.6 
CVA,LCA12,DE7	28.8 	32.3 	42.4 
CVA,LCA12,DE8	62.5 	70.5 	84.8 
CVA,LCA12,DE9	55.7 	96.5 	98.3 
CVA,LCA12,DEA	20.7 	21.7 	24 
CVA,LCA12,DEB	98.7 	110.8 	: 
CVA,LCA12,DEC	56.2 	68.2 	68.1 
CVA,LCA12,DED	36.2 	42.3 	49 
CVA,LCA12,DEE	51.2 	62.3 	65.5 
CVA,LCA12,DEG	42.9 	43.9 	51.9 
CVA,LCA12,DK	68.6 	72 	84.8 
CVA,LCA12,DK0	68.6 	72 	84.8 
CVA,LCA12,EE	69.1 	97.9 	89.5 
CVA,LCA12,EE0	69.1 	97.9 	89.5 
CVA,LCA12,EL	30.9 	39.1 	37.4 
CVA,LCA12,EL3	46.2 	56 	49.9 
CVA,LCA12,EL5	49 	56.9 	51.5 
CVA,LCA12,EL6	85.2 	: 	94.9 
CVA,LCA12,ES	13.4 	14.8 	17.3 
CVA,LCA12,ES1	35.1 	36.2 	38.7 
CVA,LCA12,ES2	54.7 	66.7 	70.9 
CVA,LCA12,ES3	39.2 	41.2 	45.8 
CVA,LCA12,ES4	60.9 	66.9 	83.8 
CVA,LCA12,ES5	20.9 	23.7 	30.7 
CVA,LCA12,ES6	32.5 	35.4 	38.9 
CVA,LCA12,EU27	5 	5.6 	: 
CVA,LCA12,EU28	5 	: 	: 
CVA,LCA12,EU_V	5.1 	5.7 	6.3 
CVA,LCA12,FI	50.4 	47.2 	38.5 
CVA,LCA12,FI1	50.4 	47.2 	38.3 
CVA,LCA12,FR	11.5 	12.9 	15.2 
CVA,LCA12,FR1	23.4 	25.1 	27.7 
CVA,LCA12,FR2	29.1 	37 	41.2 
CVA,LCA12,FR3	56.4 	58.7 	: 
CVA,LCA12,FR4	53.6 	59.2 	88.7 
CVA,LCA12,FR5	29.8 	34.5 	37.6 
CVA,LCA12,FR6	37.7 	39.1 	49.2 
CVA,LCA12,FR7	33.2 	36.5 	41.3 
CVA,LCA12,FR8	29.8 	33.7 	40.5 
CVA,LCA12,HU	48.5 	55.4 	50.4 
CVA,LCA12,HU1	102.8 	105.6 	92 
CVA,LCA12,HU2	52.9 	64.8 	61 
CVA,LCA12,IE	54.6 	52.4 	64.9 
CVA,LCA12,IE0	54.6 	52.4 	64.9 
CVA,LCA12,IT	13 	14.4 	15.7 
CVA,LCA12,ITC	21.3 	21.5 	24.3 
CVA,LCA12,ITF	49.9 	54.6 	57.2 
CVA,LCA12,ITG	36.9 	57 	50.5 
CVA,LCA12,ITH	24.3 	26.5 	29.2 
CVA,LCA12,ITI	33 	37 	44.2 
CVA,LCA12,LT	32 	40.3 	41.1 
CVA,LCA12,LT0	32 	40.3 	41.1 
CVA,LCA12,LV	53.1 	69.8 	83.7 
CVA,LCA12,LV0	53.1 	69.8 	83.7 
CVA,LCA12,NL	29.7 	36.5 	39.7 
CVA,LCA12,NL2	60.2 	70.1 	78.1 
CVA,LCA12,NL3	56.5 	97.9 	68.2 
CVA,LCA12,NL4	42.8 	48.9 	64.4 
CVA,LCA12,PL	26 	32.4 	32.5 
CVA,LCA12,PL1	53.9 	56.2 	61.1 
CVA,LCA12,PL2	94.1 	102.2 	115.1 
CVA,LCA12,PL3	52.8 	69.2 	60.4 
CVA,LCA12,PL4	59.1 	66.6 	98.2 
CVA,LCA12,PL5	92.8 	: 	: 
CVA,LCA12,PL6	59.9 	97.7 	69.2 
CVA,LCA12,PT	34.9 	39.7 	53.1 
CVA,LCA12,PT1	35 	39.7 	53.1 
CVA,LCA12,RO	40.9 	44.6 	: 
CVA,LCA12,RO1	102 	103.3 	: 
CVA,LCA12,RO3	61.2 	69.8 	: 
CVA,LCA12,RO4	65.8 	70.6 	: 
CVA,LCA12,SE	46.6 	61 	91 
CVA,LCA12,SE1	90 	108.7 	: 
CVA,LCA12,SE2	69.5 	121.2 	: 
CVA,LCA12,SE3	79.5 	93.2 	90 
CVA,LCA12,SI	112.1 	109.5 	132.9 
CVA,LCA12,SI0	112.1 	109.5 	132.9 
CVA,LCA12,SK	67.7 	70 	65.7 
CVA,LCA12,SK0	67.7 	70 	65.7 
CVA,LCA12,UK	25.3 	30.6 	27.7 
CVA,LCA12,UKD	104.9 	122.8 	: 
CVA,LCA12,UKE	54.5 	61.7 	66 
CVA,LCA12,UKF	91.4 	100.5 	96.9 
CVA,LCA12,UKG	55.4 	73.1 	62.1 
CVA,LCA12,UKI	83.3 	95.6 	68.5 
CVA,LCA12,UKL	52.2 	63.9 	59.8 
CVA,LCA12,UKM	74.3 	96.9 	71.6 
CVA,LCA13,BE	52 	68.2 	99.2 
CVA,LCA13,BE2	51.4 	67.2 	97.7 
CVA,LCA13,BG	70 	76.4 	: 
CVA,LCA13,BG3	109.5 	122 	: 
CVA,LCA13,BG4	88.5 	96.6 	: 
CVA,LCA13,CY	67.5 	94 	: 
CVA,LCA13,CY0	67.5 	94 	: 
CVA,LCA13,CZ	54.8 	83.7 	89.5 
CVA,LCA13,CZ0	54.8 	83.7 	89.5 
CVA,LCA13,DE	36.7 	58.5 	72.7 
CVA,LCA13,DE1	69.2 	119.1 	: 
CVA,LCA13,DE9	92 	96.4 	102.1 
CVA,LCA13,DEB	130 	: 	: 
CVA,LCA13,DED	84.9 	95.1 	100.2 
CVA,LCA13,DEE	98.1 	: 	: 
CVA,LCA13,DEG	91.4 	: 	: 
CVA,LCA13,DK	127.5 	143 	169.7 
CVA,LCA13,DK0	127.5 	143 	169.7 
CVA,LCA13,EL	37.2 	43.9 	55.1 
CVA,LCA13,EL4	60 	68.8 	83.9 
CVA,LCA13,EL5	63.9 	62.7 	116.7 
CVA,LCA13,EL6	66.3 	105.7 	141.3 
CVA,LCA13,ES	12.9 	14.2 	16.5 
CVA,LCA13,ES1	96.9 	98.4 	: 
CVA,LCA13,ES2	93.4 	: 	: 
CVA,LCA13,ES3	91.8 	92.8 	: 
CVA,LCA13,ES4	97.6 	: 	: 
CVA,LCA13,ES5	80.5 	: 	: 
CVA,LCA13,ES6	13.5 	14.5 	16.4 
CVA,LCA13,EU27	7.8 	9.2 	: 
CVA,LCA13,EU28	7.8 	: 	: 
CVA,LCA13,EU_V	8.1 	9.5 	10.7 
CVA,LCA13,FR	36.7 	40.9 	52.6 
CVA,LCA13,FR1	98.5 	105.9 	: 
CVA,LCA13,FR5	80.9 	83.9 	93.9 
CVA,LCA13,FR6	72.7 	77.9 	105 
CVA,LCA13,FR7	72.7 	92.5 	96.9 
CVA,LCA13,FR8	102.8 	116.8 	128.1 
CVA,LCA13,HR	129 	: 	: 
CVA,LCA13,HR0	129 	: 	: 
CVA,LCA13,HU	80 	98.1 	93.8 
CVA,LCA13,HU3	80 	98.2 	93.8 
CVA,LCA13,IT	16.1 	17.5 	20.4 
CVA,LCA13,ITC	43.4 	44.1 	53.5 
CVA,LCA13,ITF	33.4 	37 	48.1 
CVA,LCA13,ITG	28 	30.8 	33.5 
CVA,LCA13,ITH	49.1 	50.6 	61.4 
CVA,LCA13,ITI	40.1 	43.9 	50.1 
CVA,LCA13,LT	51.8 	: 	: 
CVA,LCA13,LT0	51.8 	: 	: 
CVA,LCA13,LV	150.1 	: 	: 
CVA,LCA13,LV0	150.1 	: 	: 
CVA,LCA13,NL	32.3 	37.8 	39.3 
CVA,LCA13,NL2	53.9 	72 	71 
CVA,LCA13,NL3	51.8 	57.2 	56.8 
CVA,LCA13,NL4	63.1 	68.6 	84.7 
CVA,LCA13,PL	38.2 	42.8 	46.6 
CVA,LCA13,PL1	62.7 	71.5 	76.4 
CVA,LCA13,PL3	130.5 	136.8 	150 
CVA,LCA13,PL4	51 	58.1 	63.4 
CVA,LCA13,PT	35.8 	51.2 	57.1 
CVA,LCA13,PT1	35.8 	51.2 	57.1 
CVA,LCA13,RO	43 	49.4 	: 
CVA,LCA13,RO2	97.7 	104.1 	: 
CVA,LCA13,RO3	61.8 	68.7 	: 
CVA,LCA13,RO4	74.7 	101.4 	: 
CVA,LCA13,SK	93.1 	100.8 	94.2 
CVA,LCA13,SK0	93.1 	100.8 	94.2 
CVA,LCA13,UK	37.3 	49.8 	48 
CVA,LCA13,UKD	71.2 	96.1 	88.4 
CVA,LCA13,UKJ	50.5 	62 	69.5 
CVA,LCA13,UKM	140.6 	153.1 	: 
CVA,LCA13,UKN	97.9 	: 	100.7 
CVA,LCA2,AT	5.9 	6 	6.8 
CVA,LCA2,AT1	10.2 	11.1 	13.2 
CVA,LCA2,AT2	11.4 	11.2 	12.9 
CVA,LCA2,AT3	9.5 	9.4 	10.1 
CVA,LCA2,BE	7.2 	7.9 	9.2 
CVA,LCA2,BE1	53.1 	63.9 	84 
CVA,LCA2,BE2	9.4 	10.5 	12.1 
CVA,LCA2,BE3	10.9 	12.3 	14.4 
CVA,LCA2,BG	9.3 	10.2 	: 
CVA,LCA2,BG3	11.8 	12.8 	: 
CVA,LCA2,BG4	14.9 	16.6 	: 
CVA,LCA2,CY	11 	13.2 	: 
CVA,LCA2,CY0	11 	13.2 	: 
CVA,LCA2,CZ	6.2 	6.3 	6.8 
CVA,LCA2,CZ0	6.2 	6.3 	6.8 
CVA,LCA2,DE	2.5 	2.6 	2.8 
CVA,LCA2,DE1	7.1 	7.7 	8.2 
CVA,LCA2,DE2	5.8 	6 	6.4 
CVA,LCA2,DE3	22.3 	28.2 	30.2 
CVA,LCA2,DE4	11.7 	12 	13.2 
CVA,LCA2,DE5	34.8 	37.7 	41.1 
CVA,LCA2,DE6	25.6 	28.2 	31.1 
CVA,LCA2,DE7	9.6 	10 	11.1 
CVA,LCA2,DE8	13.7 	14.5 	16.8 
CVA,LCA2,DE9	8 	8.5 	9.3 
CVA,LCA2,DEA	5.7 	6 	6.5 
CVA,LCA2,DEB	10.3 	10.8 	11.5 
CVA,LCA2,DEC	23.7 	26.1 	26.5 
CVA,LCA2,DED	9.9 	10.6 	11.4 
CVA,LCA2,DEE	12.5 	13.4 	14.3 
CVA,LCA2,DEF	11.3 	11.9 	13.5 
CVA,LCA2,DEG	13.7 	14 	16.1 
CVA,LCA2,DK	7.1 	7.3 	8.5 
CVA,LCA2,DK0	7.1 	7.3 	8.5 
CVA,LCA2,EE	14.7 	16.2 	16.2 
CVA,LCA2,EE0	14.7 	16.2 	16.2 
CVA,LCA2,EL	5.3 	5.8 	6.4 
CVA,LCA2,EL3	13.8 	15.4 	15.3 
CVA,LCA2,EL4	12.4 	14.3 	30.2 
CVA,LCA2,EL5	9.5 	10.4 	10.4 
CVA,LCA2,EL6	8.7 	9.6 	9.9 
CVA,LCA2,ES	2.5 	2.6 	3 
CVA,LCA2,ES1	8.6 	8.7 	9.7 
CVA,LCA2,ES2	7.2 	7.4 	8.3 
CVA,LCA2,ES3	10.9 	11.3 	11.9 
CVA,LCA2,ES4	4.6 	4.7 	5.4 
CVA,LCA2,ES5	5.5 	5.9 	7.1 
CVA,LCA2,ES6	5.6 	5.8 	6.6 
CVA,LCA2,EU27	0.9 	0.9 	: 
CVA,LCA2,EU28	0.9 	: 	: 
CVA,LCA2,EU_V	0.9 	1 	1 
CVA,LCA2,FI	6.2 	6.1 	5.5 
CVA,LCA2,FI1	6.2 	6.1 	5.5 
CVA,LCA2,FR	2 	2.1 	2.3 
CVA,LCA2,FR1	8.8 	9.4 	11.1 
CVA,LCA2,FR2	4.5 	4.7 	5.2 
CVA,LCA2,FR3	10.2 	10.3 	11.6 
CVA,LCA2,FR4	7 	7.4 	7.8 
CVA,LCA2,FR5	4.5 	4.8 	5.3 
CVA,LCA2,FR6	5.3 	5.3 	5.8 
CVA,LCA2,FR7	5.6 	5.9 	6.2 
CVA,LCA2,FR8	5.4 	5.5 	6 
CVA,LCA2,HR	10.1 	: 	: 
CVA,LCA2,HR0	10.1 	: 	: 
CVA,LCA2,HU	7.9 	8.5 	8.1 
CVA,LCA2,HU1	18.8 	19.4 	18.4 
CVA,LCA2,HU2	13.3 	14.1 	13.8 
CVA,LCA2,HU3	11.8 	12.7 	11.9 
CVA,LCA2,IE	8.7 	8.6 	8.8 
CVA,LCA2,IE0	8.7 	8.6 	8.8 
CVA,LCA2,IT	2.3 	2.5 	2.6 
CVA,LCA2,ITC	4.7 	4.8 	5 
CVA,LCA2,ITF	5 	5.4 	5.7 
CVA,LCA2,ITG	6.9 	7.3 	8.2 
CVA,LCA2,ITH	4.9 	5.2 	5.4 
CVA,LCA2,ITI	5.5 	5.8 	6.4 
CVA,LCA2,LT	9.6 	11.1 	11.4 
CVA,LCA2,LT0	9.6 	11.1 	11.4 
CVA,LCA2,LU	20.1 	20.6 	23.9 
CVA,LCA2,LU0	20.1 	20.6 	23.9 
CVA,LCA2,LV	11.6 	13.4 	14.9 
CVA,LCA2,LV0	11.6 	13.4 	14.9 
CVA,LCA2,MT	36 	41.8 	: 
CVA,LCA2,MT0	36 	41.8 	: 
CVA,LCA2,NL	5.6 	5.9 	5.9 
CVA,LCA2,NL1	13.2 	13.4 	14.1 
CVA,LCA2,NL2	11.9 	12 	12.3 
CVA,LCA2,NL3	10 	10.8 	10.8 
CVA,LCA2,NL4	10.6 	11.5 	11.2 
CVA,LCA2,PL	4.1 	4.4 	4.9 
CVA,LCA2,PL1	8.7 	9.1 	10.1 
CVA,LCA2,PL2	9.8 	10.6 	11.7 
CVA,LCA2,PL3	9.5 	9.6 	10.9 
CVA,LCA2,PL4	9.9 	10.2 	11.8 
CVA,LCA2,PL5	14.1 	15.2 	17.3 
CVA,LCA2,PL6	11.1 	11.7 	12.9 
CVA,LCA2,PT	4.8 	4.9 	5.8 
CVA,LCA2,PT1	4.8 	4.9 	5.8 
CVA,LCA2,RO	6.4 	6.7 	: 
CVA,LCA2,RO1	12.3 	12.7 	: 
CVA,LCA2,RO2	11.9 	12.6 	: 
CVA,LCA2,RO3	13.7 	13.9 	: 
CVA,LCA2,RO4	13.8 	14.4 	: 
CVA,LCA2,SE	5.1 	5.4 	5.3 
CVA,LCA2,SE1	10.4 	12.5 	12 
CVA,LCA2,SE2	8.2 	10 	9.3 
CVA,LCA2,SE3	7.7 	7.6 	7.7 
CVA,LCA2,SI	14.4 	14.1 	17.3 
CVA,LCA2,SI0	14.4 	14.1 	17.3 
CVA,LCA2,SK	12.4 	13.4 	12.4 
CVA,LCA2,SK0	12.4 	13.4 	12.4 
CVA,LCA2,UK	3.4 	3.7 	3.7 
CVA,LCA2,UKC	20.7 	22 	22.3 
CVA,LCA2,UKD	8.8 	9.8 	9.7 
CVA,LCA2,UKE	12 	13.2 	13.3 
CVA,LCA2,UKF	12.4 	13.7 	13.1 
CVA,LCA2,UKG	12.6 	13.2 	13.1 
CVA,LCA2,UKH	11 	12.4 	11.5 
CVA,LCA2,UKI	13.5 	15.1 	14.5 
CVA,LCA2,UKJ	8.8 	10 	9.7 
CVA,LCA2,UKK	12.7 	14.5 	13.8 
CVA,LCA2,UKL	14.5 	15.5 	15.3 
CVA,LCA2,UKM	10.5 	10.3 	10.9 
CVA,LCA2,UKN	17.5 	20.2 	17.8 
CVA,LCA21,AT	12.3 	12.2 	13.7 
CVA,LCA21,AT1	20.1 	22.2 	26.4 
CVA,LCA21,AT2	28.7 	26.6 	30.4 
CVA,LCA21,AT3	18.5 	17.7 	18.6 
CVA,LCA21,BE	11.9 	13.1 	15.5 
CVA,LCA21,BE2	14.6 	16.4 	18.6 
CVA,LCA21,BE3	19.2 	22.1 	27.3 
CVA,LCA21,BG	15.3 	16.8 	: 
CVA,LCA21,BG3	19.9 	21.8 	: 
CVA,LCA21,BG4	23.6 	26.3 	: 
CVA,LCA21,CY	18.7 	25 	: 
CVA,LCA21,CY0	18.7 	25 	: 
CVA,LCA21,CZ	11.2 	11.4 	12.4 
CVA,LCA21,CZ0	11.2 	11.4 	12.4 
CVA,LCA21,DE	4 	4.3 	4.7 
CVA,LCA21,DE1	10.6 	12 	13 
CVA,LCA21,DE2	9.6 	10 	10.6 
CVA,LCA21,DE3	26.9 	30.7 	32.8 
CVA,LCA21,DE4	19.7 	20.5 	22.3 
CVA,LCA21,DE5	50.6 	53.7 	56.2 
CVA,LCA21,DE6	41.7 	46.4 	52.5 
CVA,LCA21,DE7	17 	19.1 	21.1 
CVA,LCA21,DE8	22.7 	24.3 	27.6 
CVA,LCA21,DE9	13.4 	14.1 	15 
CVA,LCA21,DEA	9.2 	9.8 	10.6 
CVA,LCA21,DEB	18.7 	20.3 	21.7 
CVA,LCA21,DEC	39.2 	48 	49.3 
CVA,LCA21,DED	14.7 	16.2 	17.2 
CVA,LCA21,DEE	21.3 	23.4 	24.6 
CVA,LCA21,DEF	18.5 	19.7 	22.6 
CVA,LCA21,DEG	28.6 	28.8 	33.3 
CVA,LCA21,DK	11.9 	12.3 	14.6 
CVA,LCA21,DK0	11.9 	12.3 	14.6 
CVA,LCA21,EE	28 	30.1 	31.2 
CVA,LCA21,EE0	28 	30.1 	31.2 
CVA,LCA21,EL	9.7 	11.1 	11.7 
CVA,LCA21,EL3	22 	25.6 	24.4 
CVA,LCA21,EL4	22.4 	27.1 	50.4 
CVA,LCA21,EL5	17.9 	19.9 	19.3 
CVA,LCA21,EL6	17 	19.2 	19.5 
CVA,LCA21,ES	4.7 	4.9 	5.7 
CVA,LCA21,ES1	18.8 	18.8 	20.3 
CVA,LCA21,ES2	14.9 	15.7 	17.3 
CVA,LCA21,ES3	20.9 	22.1 	24.1 
CVA,LCA21,ES4	8.9 	9 	10.5 
CVA,LCA21,ES5	9.9 	10.4 	12.9 
CVA,LCA21,ES6	9.6 	9.9 	11.4 
CVA,LCA21,EU27	1.5 	1.6 	: 
CVA,LCA21,EU28	1.5 	: 	: 
CVA,LCA21,EU_V	1.5 	1.6 	1.8 
CVA,LCA21,FI	15.6 	14.1 	13 
CVA,LCA21,FI1	15.6 	14.1 	13 
CVA,LCA21,FR	3.6 	3.8 	4.1 
CVA,LCA21,FR1	13.9 	14.4 	16 
CVA,LCA21,FR2	8.1 	8.7 	9.6 
CVA,LCA21,FR3	15.6 	15.8 	17.8 
CVA,LCA21,FR4	13.1 	14.3 	15.8 
CVA,LCA21,FR5	8.3 	9 	9.8 
CVA,LCA21,FR6	10 	10.1 	11.1 
CVA,LCA21,FR7	10.2 	10.6 	11.4 
CVA,LCA21,FR8	8.8 	8.9 	10.1 
CVA,LCA21,HR	15.8 	: 	: 
CVA,LCA21,HR0	15.8 	: 	: 
CVA,LCA21,HU	11.9 	12.8 	12.4 
CVA,LCA21,HU1	26 	26.5 	25.5 
CVA,LCA21,HU2	20.3 	21.6 	21.4 
CVA,LCA21,HU3	18.2 	20.1 	18.9 
CVA,LCA21,IE	13.8 	13.7 	14.3 
CVA,LCA21,IE0	13.8 	13.7 	14.3 
CVA,LCA21,IT	3.6 	3.8 	4.1 
CVA,LCA21,ITC	6.9 	6.9 	7.4 
CVA,LCA21,ITF	7.8 	8.5 	9.1 
CVA,LCA21,ITG	11.4 	12.1 	13.9 
CVA,LCA21,ITH	7.7 	8.1 	8.7 
CVA,LCA21,ITI	8.4 	8.9 	9.7 
CVA,LCA21,LT	18.3 	21.2 	21.8 
CVA,LCA21,LT0	18.3 	21.2 	21.8 
CVA,LCA21,LU	45.6 	52.9 	72.8 
CVA,LCA21,LU0	45.6 	52.9 	72.8 
CVA,LCA21,LV	19.7 	24.9 	27.2 
CVA,LCA21,LV0	19.7 	24.9 	27.2 
CVA,LCA21,MT	52 	60.6 	: 
CVA,LCA21,MT0	52 	60.6 	: 
CVA,LCA21,NL	8.2 	8.9 	8.8 
CVA,LCA21,NL1	16.5 	17.5 	17.6 
CVA,LCA21,NL2	17.2 	18.3 	18.2 
CVA,LCA21,NL3	15.8 	17.2 	17.6 
CVA,LCA21,NL4	16.2 	17.9 	17.1 
CVA,LCA21,PL	7.5 	8 	9 
CVA,LCA21,PL1	15.3 	16.2 	18.1 
CVA,LCA21,PL2	15.1 	16.3 	17.9 
CVA,LCA21,PL3	18.9 	19.4 	22.1 
CVA,LCA21,PL4	18.3 	19.4 	22.5 
CVA,LCA21,PL5	28.9 	32 	40.9 
CVA,LCA21,PL6	21 	22.8 	24.6 
CVA,LCA21,PT	8 	8.2 	9.8 
CVA,LCA21,PT1	8 	8.2 	9.8 
CVA,LCA21,RO	10.4 	11 	: 
CVA,LCA21,RO1	21.1 	22.3 	: 
CVA,LCA21,RO2	19.1 	20.2 	: 
CVA,LCA21,RO3	19.6 	20.3 	: 
CVA,LCA21,RO4	24.9 	27.1 	: 
CVA,LCA21,SE	9.6 	10.8 	10.6 
