unit,duration,partner,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
PC_POP,N_GE1,DOM,HR	25.62 	24.89 	29.12 	28.6 b	30.05 	24.85 	25.71 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,HU	33.29 	32.6 	32.85 	31.71 	34 	34.12 	32.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,IE	14.99 	18.66 	16.83 	19.6 	19.33 	20.88 	18.55 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,IT	27.8 	25.26 	26.25 	26.92 	24.28 b	30.74 	35.95 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,LT	28.86 	27.95 	27.86 	28.86 	27.73 	26.99 	25.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,LU	: c	: c	: c	: c	0.38 	0.89 	0.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,LV	: 	24.08 	25.29 	24.1 	23.54 	25.06 	31.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,MK	13.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,MT	11.04 	13.85 	14.54 	13.49 	16.23 	14.89 	20.97 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,NL	20.66 	21.35 	22.81 	23.03 	24.11 	23.73 	23.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,NO	14.78 	17.07 	16.95 	13.83 	15.15 	14.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,PL	42.97 	41.16 	39.7 	37.41 	36.78 	37.59 	34.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,PT	31.61 	30.77 	31.9 	18.12 	18.2 	29.09 	28.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,RO	25.07 	25.03 	22.43 	24.58 	23.57 	22.14 	20.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,SE	23.48 	19.17 b	28.23 	26.37 	26.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,SI	12.32 	10.52 	12.81 	12.38 	13.23 e	12.7 e	13.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,SK	35.03 	34.29 	33.16 	27.48 	26.24 	27.34 b	21.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOM,UK	: 	: 	24.78 	24.44 	24.78 	26.85 	25.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,AT	: 	36.3 	34.67 	34.07 	33.58 	36.38 	35.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,BE	30.24 	27.13 b	16.75 	15.97 	12.16 	15.94 	11.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,BG	3.85 	2.69 	1.64 	1.42 	1.53 	1.25 	1.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,CH	43.89 	43.1 	42.64 	42.57 	42.86 	44.78 	42.11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,CY	27.78 e	24.94 e	25.96 e	23.88 e	23.01 e	7.19 e	15.76 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,CZ	36.8 	37.49 	34.8 	34.55 	34.39 	31.32 	33.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,DE	42.85 	38.13 	37.85 	38.5 	38.55 	37.53 	36.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,DK	12.83 e	12.73 e	17.27 	17.93 	18.67 	17.37 	12.47 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,EA	: 	: 	22.74 	22.22 	21.15 	20.63 	20.33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,EE	46.32 	34.92 	31.58 	30.35 	32.77 	25.87 	26.31 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,EL	3.28 	2.82 	1.95 	2.19 	2.26 	1.8 	1.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,ES	18.61 	16.8 	15.32 	14.14 b	8.19 	7.69 	8.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,EU25	24.8 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,EU27	23.27 e	: 	20.41 e	19.92 	19.24 	18.21 e	16.7 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,EU28	23.16 e	: 	20.31 e	19.82 	19.16 	18.21 e	16.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,FI	55.98 	58.47 	56.73 	57.38 	52.5 	53.81 	52.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,FR	22.87 	21.2 	21.08 	21.37 	21.77 	21.06 	20.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,HR	12.73 	8.56 	8.76 	8.26 b	9.1 	17.82 	8.25 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,HU	16.94 	17.5 	15.65 	14.86 	13.25 	11.88 	13.59 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,IE	48.32 	46.62 	45.97 	43.56 	45.26 	40.6 	43.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,IT	9.52 	8.21 	9.18 	7.85 	7.27 b	3.89 	4.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,LT	1.88 u	1.72 u	1.76 u	1.64 u	1.53 	1.47 u	0.54 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,LU	2.66 u	8.62 	8.37 	11.84 	9.45 	10.31 	11.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,LV	: 	23 	23.1 	22.55 	20.26 	17.24 	18.45 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,MK	0.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,MT	26.25 	22.62 	19.91 	16.51 	18.42 	16.16 	12.54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,NL	40.31 	39.71 	40.05 	38.06 	37.77 	39.11 	41.66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,NO	61.43 	54.81 	57.13 	56.46 	57.13 	59.63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,PL	10.36 	9.85 	9.13 	9.11 	9.09 	5.81 	5.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,PT	8.74 	7.09 	6.87 	3.95 	3.61 	4.87 	5.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,RO	0.3 	0.31 	0.22 	0.32 	0.28 	0.16 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,SE	47.91 	49.33 b	38.49 	43.68 	39.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,SI	22.09 	20.43 	20.36 	15.93 	18.14 e	17.87 e	21.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,SK	26.25 	19.83 	14.32 	15.13 	11.5 	8.94 b	5.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,DOT,UK	: 	: 	19.49 	18.15 	19.49 	21.06 	10.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,AT	: 	22.69 	23.62 	23.44 	24.14 	21.49 	21.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,BE	30.37 	30.66 b	37.82 	35.27 	38.74 	40.35 	32.76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,BG	2.35 	2.31 	1.89 	2.24 	1.36 	1.92 	1.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,CH	37.29 	37.54 	37.9 	34.87 	33.8 	31.86 	31.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,CY	18.94 e	19.76 e	18.74 e	16.57 e	17.47 e	18.54 e	31.75 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,CZ	6.78 	5.31 	5.4 	5.42 	6.91 	7.01 	5.91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,DE	15.22 	15.07 	16.35 	15.14 	15.33 	16.87 	15.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,DK	31.65 e	31.46 e	40.29 	39.17 	40.77 	43.47 	41.14 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,EA	10.43 	: 	10.95 	10.52 	10.27 	11 	10.75 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,EE	15.89 	10.81 	13.84 	12.17 	12.91 	15.57 	13.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,EL	4 	2.87 	3.55 	3.27 	3.34 	3.12 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,ES	5.68 	5.38 	5.28 	5.18 b	3.92 	3.65 	3.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,EU25	10.33 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,EU27	9.78 e	: 	11.26 e	11.44 	11.03 	11.19 e	12.58 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,EU28	9.76 e	: 	11.21 e	11.4 	11.02 	11.13 e	12.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,FI	4.72 	4.61 	4.95 	5.01 	5.6 	5.46 	5.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,FR	3.85 	3.98 	4.3 	4.06 	4.01 	3.93 	3.72 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,HR	8.1 	9.64 	6.1 	6.07 b	9.89 	4.42 	17.88 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,HU	7.37 	6.54 	6.71 	6.38 	5.78 	5.67 	5.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,IE	11.34 	8.92 	11.44 	11.13 	9.31 	8.96 	9.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,IT	7.55 	7.93 	6.46 	7.12 	6.35 b	7.11 	8.49 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,LT	26.6 	28.01 	27.67 	27.74 	28.61 	27.79 	26.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,LU	78.08 	72.26 	72.01 	70.67 	72.64 	71.59 	69.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,LV	: 	10.65 	10.59 	8.65 	8.7 	10.17 	11.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,MK	25.32 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,MT	28.26 	27.54 	25.22 	21.7 	19.04 	19.33 	15.16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,NL	24.05 	24.47 	22.43 	22.43 	21.81 	21.56 	20.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,NO	16.3 	18.45 	17.02 	19.42 	17.93 	17.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,PL	8.55 	8.23 	7.92 	7.59 	7.25 	8.71 	7.85 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,PT	4.45 	4.35 	3.61 	2.32 	2.06 	3.52 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,RO	1.67 	1.42 	1.36 	1.43 	1.35 	1.28 	1.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,SE	13.54 	13.38 b	12.08 	11.01 	9.78 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,SI	34.89 	34.69 	33.43 	34.32 	31.48 e	30.89 e	28.65 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,SK	11.97 	16.57 	18.66 	17.49 	15.76 	19.75 b	27.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,OUT,UK	: 	: 	19.81 	21.49 	19.81 	16.17 	29.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,AT	: 	76.62 	76.78 	75.92 	76.41 	76.43 	76.21 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,BE	67.69 	64.79 b	58.52 	56.4 	55.56 	61.58 	49.57 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,BG	33.82 	34.72 	29.77 	28.38 	25.67 	22 	18.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,CH	89.83 	89.13 	89.78 	87.42 	86.42 	86.86 	85.99 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,CY	69.48 e	68.35 e	69.03 e	67.6 e	63.18 e	52.04 e	75.72 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,CZ	78.1 	81.55 	80.8 	80.52 	83.91 	73.58 	75.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,DE	75.32 	72.35 	75.41 	77.51 	77.13 	77.79 	77.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,DK	69.93 e	70.44 e	79.84 	78.84 	82.07 	82.18 	73.41 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,EA	66.46 	: 	63.67 	63.55 	61.44 	63.7 	64.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,EE	79.48 	67.7 	68.72 	66.1 	71.11 	61.84 	60.58 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,EL	42.81 	39.36 	35.56 	36.68 	38.84 	32.58 	37.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,ES	67.37 	65.64 	65.73 	62.8 b	53.93 	54.34 	53.35 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,EU25	66.68 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,EU27	64.22 e	: 	61.59 e	61.54 	59.93 	60.54 e	60.77 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,EU28	64.04 e	: 	61.44 e	61.38 	59.84 	60.42 e	60.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,FI	91.02 	91.33 	91.45 	90.65 	90.75 	90.69 	92.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,FR	74.31 	73.79 	73.11 	74.78 	74.29 	75.05 	75.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,HR	46.46 	43.08 	43.98 	42.93 b	49.04 	47.09 	51.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,HU	57.61 	56.64 	55.21 	52.96 	53.03 	51.68 	52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,IE	74.65 	74.2 	74.23 	74.29 	73.91 	70.44 	70.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,IT	44.87 	41.39 	41.88 	41.89 	37.9 b	41.74 	48.47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,LT	57.33 	57.68 	57.29 	58.24 	57.87 	56.25 	51.94 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,LU	81.09 	81.25 	80.93 	82.92 	82.47 	82.78 	81.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,LV	: 	57.72 	58.98 	55.3 	52.51 	52.47 	61.46 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,MK	39.81 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,MT	65.55 	64 	59.66 	51.7 	53.69 	50.39 	48.67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,NL	85.02 	85.52 	85.28 	83.52 	83.69 	84.39 	85.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,NO	92.52 	90.34 	91.09 	89.71 	90.2 	91.34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,PL	61.88 	59.24 	56.75 	54.1 	53.12 	52.11 	47.84 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,PT	44.79 	42.22 	42.38 	24.39 	23.87 	37.48 	36.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,RO	27.04 	26.76 	24.01 	26.32 	25.19 	23.57 	21.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,SE	84.94 	81.88 b	78.79 	81.05 	75.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,SI	69.3 	65.64 	66.59 	62.63 	62.85 e	61.46 e	63.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,SK	73.24 	70.69 	66.14 	60.1 	53.49 	56.03 b	54.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE1,WORLD,UK	: 	: 	64.08 	64.08 	64.08 	64.08 	65.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PC_POP,N_GE4,DOM,AT	: 	8.74 	8.71 	8.55 	8.82 	8.3 	9.79 	9.6 	9.2 	10.4 	10.6 	10.3 	19.1 	10.6 	16.4 	16.8 	10.1 	12.5 	10.6 	11.8 	11.3 	: 	11.2 	: 	: 
PC_POP,N_GE4,DOM,BE	3.1 	2.85 b	2.04 	2.36 	2.09 	2.88 	3.76 	4.3 	3.5 	4.9 	5.2 	4.9 	5.6 	6 	6 	5.7 	5.7 	5.5 	: 	6 	8.3 	: 	11.2 	: 	: 
