unit,duration,partner,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 
NR,N_GE1,OUT,HU	628209 	552888 	574834 	545241 	488855 	474068 	462576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,IE	439819 	340421 	430462 	402875 	335480 	322434 	331198 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,IT	3925895 	4124164 	3362742 	3706189 	3304806 b	3686357 	4378096 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,LT	634949 	679374 	682099 	692408 	718972 	704570 	672559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,LU	394232 	357318 	346623 	331571 	332054 	327261 	291693 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,LV	: 	171665 	172925 	143281 	145620 	172326 	149012 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,MK	318831 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,MT	115116 	108073 	92138 	78359 	68065 	69852 	54634 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,NL	3407334 	3444500 	3124256 	3087836 	2993323 	2964143 	2746075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,NO	664013 	746881 	662851 	766933 	699746 	663900 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,PL	2768157 	2663926 	2565836 	2446305 	2347682 	2850000 	2570000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,PT	388487 	382545 	321219 	351714 	296537 	315740 	269946 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,RO	272407 	232524 	224532 	236170 	224384 	228902 	187423 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,SE	1008689 	988205 b	994398 	895416 	797220 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,SI	615395 	609000 	587530 	603571 	553912 e	543807 e	504533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,SK	549529 	761127 	857278 	803399 	723361 	904451 b	1256216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,OUT,UK	: 	: 	10693610 	11591300 	10617700 	8538000 	15406000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,AT	: 	5668361 	5661092 	5545035 	5511799 	5467644 	5437926 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,BE	6065208 	5838576 b	5825439 	5480598 	5255288 	5708759 	4534221 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,BG	2067347 	2127469 	1841067 	1763434 	1612329 	1398293 	1201165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,CH	6224641 	6134362 	6116881 	5891862 	5754804 	5711495 	5640555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,CY	507317 e	491783 e	491014 e	476250 e	444501 e	373406 e	544925 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,CZ	6995226 	7284097 	7214653 	7190847 	7495851 	6580964 	6724164 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,DE	53945660 	51707246 	53761868 	53820334 	53295033 	54860590 	54801532 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,DK	3400682 e	3404878 e	3832039 	3765894 	3864593 	3837602 	3553989 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,EA	188095709 	: 	182473827 	180737431 	173439064 	177131438 	179343195 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,EE	877354 	746057 	759058 	729477 	787749 	699962 	685717 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,EL	3915849 	3592564 	3249406 	3380943 	3578609 	3050958 	3482938 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,ES	26500895 	25665519 	25614204 	24449869 b	20869290 	21114718 	20813614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,EU25	266738955 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,EU27	273207308 e	: 	265807242 	263313954 	255096503 	250693811 	256067672 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,EU28	274894828 e	: 	267404767 	264873287 	256877976 	252404332 	257724015 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,FI	4088482 	4086639 	4079587 	4035811 	4032299 	4014698 	4061736 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,FR	39136047 	38695712 	38049563 	38689286 	38229887 	38480199 	38380851 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,HR	1687520 	1564984 	1597525 	1559333 b	1781473 	1710521 	1909309 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,HU	4907937 	4791341 	4728742 	4523655 	4482218 	4318166 	4354928 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,IE	2894173 	2833130 	2794153 	2688271 	2662137 	2534005 	2545174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,IT	23338194 	21540692 	21802773 	21806405 	19726341 b	21648795 	24998498 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,LT	1368814 	1399279 	1412182 	1453527 	1454396 	1426056 	1329514 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,LU	409408 	401800 	389553 	389075 	376984 	378419 	341767 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,LV	: 	930819 	963281 	915729 	878919 	889146 	791292 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,MK	501285 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,MT	267058 	251186 	217996 	186655 	191974 	182068 	175406 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,NL	12046574 	12039526 	11881447 	11498436 	11485661 	11604547 	11630639 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,NO	3767905 	3656232 	3548172 	3542764 	3520879 	3508979 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,PL	20035352 	19180052 	18375208 	17447589 	17199994 	17050000 	15660000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,PT	3910378 	3712984 	3767951 	3698666 	3429793 	3364354 	3299493 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,RO	4401006 	4380527 	3961003 	4357576 	4201139 	4230146 	3874801 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,SE	6326802 	6048527 b	6487885 	6592772 	6130000 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,SI	1222193 	1152354 	1170373 	1101410 	1105720 e	1081948 e	1120255 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,SK	3363601 	3246263 	3039212 	2760910 	2455999 	2566368 b	2488503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE1,WORLD,UK	: 	: 	34583500 	34565500 	34338000 	33832000 	34148000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,AT	: 	646557 	642194 	624575 	636346 	593633 	698287 	685542 	658765 	739988 	743930 	716520 	1325560 	726598 	1118051 	1133661 	677983 	833032 	702818 	777047 	741000 	: 	734900 	: 	: 
NR,N_GE4,DOM,BE	277801 	257208 b	203247 	228940 	197892 	266905 	343546 	394154 	313757 	435413 	457844 	427964 	487911 	518871 	518015 	489771 	488925 	463590 	: 	505055 	695879 	: 	935280 	: 	: 
NR,N_GE4,DOM,BG	1204438 	1304174 	1078620 	1115359 	930776 	759641 	584725 b	866268 e	876582 e	1203690 e	876070 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,CH	463678 	514884 	527247 	498831 	569435 	560674 	651956 	909783 	703414 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,CY	94545 e	91630 e	89838 e	112813 e	74036 e	50593 e	58471 e	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,CZ	2037013 	2376596 	2398127 	2301395 	2662139 	2189055 	2070049 	2067227 	2868802 	2639661 e	2172292 e	2281743 	2160755 	2391652 	2305438 	2143346 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,DE	8944843 	9504661 	10504640 	11094446 	11183170 	11048381 	11361778 	15231192 	15359041 	18550073 e	16043431 	15134393 	17361471 	18161284 	13916000 	13873000 	14433000 	18882000 	17178000 	15500000 	15100000 	16300000 	: 	: 	: 
NR,N_GE4,DOM,DK	863598 e	736008 e	923884 	924695 	957745 	891083 	803066 	696344 	473343 	461394 	466699 	430002 	430002 	627537 	595857 	796900 	671600 	660100 	773600 	666900 	741400 	688000 	848000 	: 	: 
NR,N_GE4,DOM,EA	63936114 	: 	66206207 	68163317 	65790200 	67368472 	69567015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,EE	89188 u	127360 	121855 	103633 	120109 	112883 	119348 b	: u	: u	96101 	69100 	82991 	71093 	117125 	108075 	107367 	146470 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,EL	2752835 	2599499 	2236298 	2341046 	2593563 	2189625 	2360851 	2518202 	2678363 	3507791 	3480200 	3540678 	3662561 	3891239 	2914272 	3580232 	3493978 	3576705 	3902649 	3575687 	4900107 	5485220 	6445795 	3116995 	3116995 
NR,N_GE4,DOM,ES	13078005 	12550496 	13080229 	12528112 b	11193125 	11624720 	11155393 	11687490 	10875158 	12138226 	12574601 	12687145 	13011626 	11616470 	9681454 	15634136 	15624994 	15730621 	25108192 	19654295 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,EU25	86975601 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,EU27	89699642 e	: 	91649856 	93185436 	90152648 	95534041 	97797160 e	104426687 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,EU28	90517561 e	: 	92470942 	93944484 	90963344 	96215344 	98487126 	105196392 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,FI	1239729 	1196069 	1260701 	1337733 	1325117 	1273499 	1310023 b	1176000 	1152000 	1136000 	1135000 	1259000 	1067000 	1170000 	1182000 	1301000 	1272000 	1201000 	1195000 	1124000 	1189000 	1229000 	1104000 	1418000 	1189000 
NR,N_GE4,DOM,FR	18967610 	18898499 	21431436 	22276568 	22136458 	22518479 	22874230 	22940000 	22859280 	23516663 	23474576 	23584284 	23493485 	23677776 	20179000 	20663000 	: 	20228000 	19841000 	20370000 	20539000 	20964000 	: 	: 	: 
NR,N_GE4,DOM,HR	817919 	779256 	821086 	759048 b	810696 	681303 	784589 	769705 	1026570 	917467 	879407 	799891 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,HU	1516357 	1425802 	1581455 	1583337 	1645689 	1643169 	1618780 b	1478035 	2598942 	2606629 	2966006 	1762227 	2237360 	2869751 	2805781 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,IE	247340 	323379 	296352 	323668 	324152 	322834 	305569 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	507000 	661000 	1031000 	: 	: 	: 	: 
NR,N_GE4,DOM,IT	12494612 	11338534 	11239070 	12319417 	11240517 b	12366286 	14273080 	14465953 	15597655 	15834297 	15365993 	18142338 	18033568 	17806222 	17694691 	17856840 	17609661 	17268213 	16768892 	15509403 	15898104 	17448913 	: 	: 	: 
NR,N_GE4,DOM,LT	122158 	123818 	132106 	153984 	152638 	137738 	122955 	251743 	251076 	276839 	230865 	146608 	159382 	138955 	345475 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,LU	: c	: c	: c	: c	3645 	954 	1822 	132 	690 	: u	: u	: u	1000 	1000 	1000 	1000 	2000 	1000 	1000 	3000 	1000 	2000 	: 	: 	: 
NR,N_GE4,DOM,LV	: 	112081 	110971 	100606 	88888 	119488 	107228 	121366 	190596 	198141 	199911 	200358 	225088 	262929 	281967 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,MK	57563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,MT	22959 	23489 	19939 	19305 	25939 	20605 	26294 b	21124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,NL	2138562 	2161918 	2337972 	2283531 	2330609 	2379411 	2470035 b	1757000 	1861000 	1917000 	1787000 	1901000 	2054000 	1920000 	2066000 	1982000 	1910000 	2226000 	2247000 	2287000 	2316000 	: 	: 	: 	: 
NR,N_GE4,DOM,NO	565797 	618220 	690844 	501590 	593160 	501102 	: 	588391 	722415 	722415 	626155 	633314 	834690 	709673 	767460 	889273 	758912 	889170 	925086 	940264 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,PL	8932427 	8750326 	8507031 	8050355 	7217153 	8130000 	7360000 	6651000 e	7001000 	7819000 	7518000 	7227000 	7367000 	7900000 	7734000 e	8750000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,PT	1807953 	1773317 	1801265 	1728860 	1621955 	1775641 	1428380 	1504967 	1482870 	1716348 	1118723 	1230066 	1747201 	1763737 	1877311 	1956013 	2184769 	2257052 	2022280 	2060376 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,RO	1519603 	1425535 	1362303 	1514890 	1497020 	1569449 	1648173 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,SE	1153685 	948704 b	878661 	824698 	864800 	: 	2988546 	3014202 	3064598 	2859122 	2816807 	2797047 	2852621 	: 	: 	: 	: 	: 	: 	: 	: 	4018000 	: 	: 	: 
NR,N_GE4,DOM,SI	144863 	120977 	148081 	136681 	144768 e	137652 e	151800 	171000 	194000 	221000 	201793 	218417 	210351 	206615 	206374 	225936 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,SK	912400 	760545 	799001 	703873 	638799 	686371 b	628108 	737767 	743930 	880795 	850576 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOM,UK	: 	: 	8469680 	8452800 	8345600 	9737400 	10832000 	11088000 	10856000 	10960000 	10031000 	9578000 	10703000 	10231000 	7680000 	8670000 	9220000 	9401000 	9926000 	12280000 	15810000 	16860000 	16210000 	: 	: 
NR,N_GE4,DOT,AT	: 	2408121 	2350563 	2272509 	2217916 	2364685 	2326191 	2260196 	2202831 	2208920 	2245893 	1982206 	2302160 	1794554 	489357 	415558 	568175 	581114 	615051 	596534 	506000 	: 	570200 	: 	: 
NR,N_GE4,DOT,BE	2481246 	2214334 b	1551597 	1412709 	1039597 	1413416 	950768 	476183 	444032 	419660 	451547 	462787 	452942 	584707 	495787 	492863 	401152 	382146 	: 	412660 	548563 	: 	473048 	: 	: 
NR,N_GE4,DOT,BG	141046 	111316 	32916 	72425 	44038 	33540 	23011 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,CH	1340630 	1293081 	1217475 	1261273 	1297875 	1399792 	1206266 	482314 	1054988 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,CY	189006 e	163584 e	172425 e	155992 e	151851 e	51563 e	77361 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,CZ	1887618 	1768239 	1707832 	1472703 	1512972 	1364432 	1669787 e	1692186 	612500 	1246850 e	1061467 e	1281673 	1213713 	1125172 	1084613 	945041 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,DE	14040181 	13537613 	12840663 	12429234 	12904697 	12211150 	12470758 	10263824 	10005238 	2563427 e	8274773 	4966917 	4448631 	6246600 	5362000 	6530000 	4412000 	3995000 	4034000 	: u	10100000 	: u	: 	: 	: 
NR,N_GE4,DOT,DK	435560 e	403657 e	828872 	830147 	785796 	725109 	568881 	500590 	372269 	379834 	370880 	330361 	330361 	485597 	337685 	484100 	432200 	474200 	396600 	436500 	411100 	519000 	546900 	: 	: 
NR,N_GE4,DOT,EA	: 	: 	36721841 	35085893 	32663709 	31705524 	30665119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,EE	172783 	124982 u	70103 u	81577 	107117 	106773 	83812 b	: 	: u	81499 	88754 	82606 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,EL	195557 	166203 	125255 	156585 	154825 	130201 	101942 	46061 	53519 	63750 	78721 	64708 	47509 	72773 	30750 	37798 	53371 	66579 	74431 	29838 	25046 	31923 	54362 	103154 	103154 
NR,N_GE4,DOT,ES	4288219 	3817514 	3533913 	3281038 b	1467847 	1497456 	1573307 	1821851 	1807962 	1836937 	1901565 	1674222 	1749400 	1386292 	971566 	436415 	379702 	366287 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,EU25	50541391 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,EU27	50722251 e	: 	46207149 	45242714 	41745772 	39920790 	39832793 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,EU28	50930864 e	: 	46334549 	45363532 	41886406 	40098019 	39962278 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,FI	1182844 	1059690 	1136850 	1118915 	964958 	1076718 	990233 b	791000 	748000 	775000 	794000 	759000 	776000 	761000 	675000 	595000 	588000 	656000 	560000 	563000 	478000 	597000 	424000 	183000 	478000 
NR,N_GE4,DOT,FR	8227590 	7363817 	7516730 	7628237 	7765801 	7607639 	7182013 	7388466 	7323661 	7121357 	7548346 	7703632 	7727920 	7910364 	6937000 	6230000 	: 	5851000 	6286000 	6133000 	6171000 	5917000 	: 	: 	: 
NR,N_GE4,DOT,HR	208613 	166765 	127400 	120818 b	140634 	177229 	168025 	145069 	219163 	239870 	185371 	297127 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,HU	556533 	575087 	543135 	477679 	503244 	506139 	551491 b	463230 	282882 	302930 	400801 	541429 	87283 	202197 	209442 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,IE	983419 	946160 	858388 	797862 	819899 	781539 	774461 	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,IT	3448595 	2919982 	3278152 	2567479 	2305577 b	1577494 	1370917 	3580468 	4039198 	4047379 	3587723 	3186406 	3167305 	3127462 	3107693 	3136344 	3092787 	3032804 	2935191 	2732913 	3117172 	2491438 	: 	: 	: 
NR,N_GE4,DOT,LT	25376 u	23716 u	22463 u	21941 u	21388 	21339 u	12051 u	: u	: u	: u	: u	22726 	10618 	12030 	11254 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,LU	: c	16141 	10348 u	13599 u	8177 	8307 	10812 	264 	19315 	: u	: u	: u	: 	0 	: 	: 	: 	: 	: 	: 	1000 	1000 	: 	: 	: 
NR,N_GE4,DOT,LV	: 	83845 	89546 	96034 	83807 	44373 	50765 	74377 	3621 	5786 	1400 	3799 	5652 	3682 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,ME	: 	: 	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,MK	8756 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,MT	41126 	32319 	20326 	18960 	22892 	19721 	14136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,NL	2330390 	2260937 	2248130 	2178948 	2016542 	2194365 	2281377 b	4247000 	4148000 	3973000 	3998000 	3799000 	3670000 	3714000 	3719000 	3755000 	3664000 	1821000 	1562000 	1558000 	1662000 	: 	: 	: 	: 
NR,N_GE4,DOT,NO	1511988 	1355057 	1305574 	1374996 	1245664 	1319158 	: 	1214981 	1026479 	1026479 	1151758 	659253 	705926 	799359 	784414 	709348 	692269 	631853 	557428 	706162 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,PL	1907303 	1818016 	1791286 	1783744 	1666492 	1560000 	1450000 	1266000 e	1334000 	1500000 	1702000 	1613000 	1245000 	1072000 	1052000 e	1030000 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,PT	704340 	574837 	578712 	569221 	466923 	399802 	221774 	159566 	204442 	209368 	82690 	122900 	257718 	240189 	295750 	136177 	247321 	261496 	211213 	147217 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,RO	39814 	45175 	31856 	48682 	43506 	25670 	4584 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,SE	1436740 	1831019 b	1612897 	1972366 	1638920 	: 	326564 	275770 	257094 	203433 	265925 	212703 	246748 	: 	: 	: 	: 	: 	: 	: 	: 	1617000 	: 	: 	: 
NR,N_GE4,DOT,SI	98691 	110220 	105138 	94148 	100850 e	100052 e	121599 	178000 	158000 	186000 	183351 	169320 	163515 	193865 	136597 	133019 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,SK	626725 	445311 	348383 	308880 u	148240 	164643 b	113658 	114302 	117850 	126690 	105071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NR,N_GE4,DOT,UK	: 	: 	2823230 	3381100 	2781900 	3608100 	4472000 	4555000 	4515000 	4077000 	4351000 	5226000 	4384000 	5282000 	5320000 	6460000 	551000 	535000 	504000 	3850000 	3720000 	3640000 	4600000 	: 	: 
NR,N_GE4,OUT,AT	: 	1364762 	1425490 	1396132 	1395824 	1238040 	1250421 	1329260 	1318113 	1211392 	1295886 	1395595 	692774 	1221883 	1980767 	2053719 	1857719 	2065185 	2287005 	1839976 	1884700 	: 	1810600 	: 	: 
